Algorithm,Pattern,Cache Size,Bytes Sent,Total Bytes,Compression Ratio,Hits,Misses,Image
Mali,blurred,8,544379,3200000,5.87825761096589,801,49199,gray21.512
Mali,blurred,0,553039,3200000,5.786210375760118,0,50000,gray21.512
Mali,random,64,555978,3200000,5.755623423948429,216,49784,gray21.512
Mali,blurred,1,551971,3200000,5.79740602314252,98,49902,gray21.512
Mali,skew,4,557540,3200000,5.739498511317573,39,49961,gray21.512
Mali,skew,1,557798,3200000,5.736843803670863,4,49996,gray21.512
Mali,skew,8,557193,3200000,5.743072867031711,71,49929,gray21.512
Mali,random,128,553957,3200000,5.776621651138988,386,49614,gray21.512
Mali,skew,16,556549,3200000,5.749718353640021,148,49852,gray21.512
Mali,skew,32,554612,3200000,5.769799427347407,313,49687,gray21.512
Mali,skew,64,551413,3200000,5.80327268308872,592,49408,gray21.512
Mali,skew,128,545730,3200000,5.8637054953914935,1132,48868,gray21.512
Mali,random,256,549906,3200000,5.819176368324769,762,49238,gray21.512
Mali,skew,256,532488,3200000,6.009525097279187,2282,47718,gray21.512
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,texmos3b.p512
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,texmos3b.p512
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,random,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,random,1,6399488,6400000,1.000080006400512,4,49996,texmos3b.p512
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,random,4,6398080,6400000,1.000300090027008,15,49985,texmos3b.p512
Uncompressed,blurred,1,6388352,6400000,1.00182331843956,91,49909,texmos3b.p512
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,skew,1,6398848,6400000,1.000180032405833,9,49991,texmos3b.p512
Uncompressed,blurred,4,6351232,6400000,1.0076785102480903,381,49619,texmos3b.p512
Uncompressed,random,8,6397056,6400000,1.0004602116973809,23,49977,texmos3b.p512
Uncompressed,skew,4,6395264,6400000,1.000740548005524,37,49963,texmos3b.p512
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,blurred,8,6295296,6400000,1.0166321011752266,818,49182,texmos3b.p512
Uncompressed,skew,8,6389504,6400000,1.0016426940181895,82,49918,texmos3b.p512
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,random,16,6394624,6400000,1.0008407061932023,42,49958,texmos3b.p512
Uncompressed,blurred,16,6195584,6400000,1.0329938226969402,1597,48403,texmos3b.p512
Uncompressed,skew,16,6381568,6400000,1.0028883183568678,144,49856,texmos3b.p512
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Uncompressed,random,32,6388992,6400000,1.0017229634972151,86,49914,texmos3b.p512
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,blurred,32,5985280,6400000,1.0692899914456802,3240,46760,texmos3b.p512
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,texmos3b.p512
Uncompressed,skew,32,6362880,6400000,1.0058338362502517,290,49710,texmos3b.p512
Intel_8gen,periodic,0,1703936,1703936,1.0,0,13312,texmos3b.p512
Intel_8gen,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,strided,0,6393856,6393856,1.0,0,49952,texmos3b.p512
Intel_8gen,random,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Intel_8gen,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,strided,1,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Intel_8gen,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,strided,4,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Intel_8gen,blurred,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Intel_8gen,skew,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Intel_8gen,strided,8,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Uncompressed,blurred,64,5581056,6400000,1.1467363882390715,6398,43602,texmos3b.p512
Uncompressed,random,64,6372864,6400000,1.0042580541495942,212,49788,texmos3b.p512
Intel_8gen,random,4,6398592,6400000,1.0002200484106505,11,49989,texmos3b.p512
Intel_8gen,random,1,6400000,6400000,1.0,0,50000,texmos3b.p512
Intel_8gen,strided,16,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Intel_8gen,blurred,1,6386688,6400000,1.0020843354176687,104,49896,texmos3b.p512
Intel_8gen,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,random,8,6397056,6400000,1.0004602116973809,23,49977,texmos3b.p512
Intel_8gen,skew,1,6398848,6400000,1.000180032405833,9,49991,texmos3b.p512
Uncompressed,skew,64,6321408,6400000,1.0124326732272304,614,49386,texmos3b.p512
Intel_8gen,blurred,4,6348160,6400000,1.0081661457808246,405,49595,texmos3b.p512
Intel_8gen,skew,4,6394496,6400000,1.0008607402366034,43,49957,texmos3b.p512
Intel_8gen,strided,32,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Intel_8gen,blurred,8,6296064,6400000,1.0165080914044076,812,49188,texmos3b.p512
Intel_8gen,random,16,6395008,6400000,1.0007806088749225,39,49961,texmos3b.p512
Intel_8gen,skew,8,6389888,6400000,1.001582500350554,79,49921,texmos3b.p512
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,texmos3b.p512
Intel_8gen,blurred,16,6199168,6400000,1.0323966054799611,1569,48431,texmos3b.p512
Intel_8gen,skew,16,6381696,6400000,1.002868203060754,143,49857,texmos3b.p512
Intel_8gen,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,texmos3b.p512
Intel_8gen,random,32,6388352,6400000,1.00182331843956,91,49909,texmos3b.p512
Intel_8gen,strided,64,3625088,6393856,1.763779527559055,21631,28321,texmos3b.p512
Intel_8gen,blurred,32,5992064,6400000,1.0680793796594965,3187,46813,texmos3b.p512
Uncompressed,blurred,128,4820096,6400000,1.3277743845765728,12343,37657,texmos3b.p512
Intel_8gen,strided,128,2080768,6393856,3.072834645669291,33696,16256,texmos3b.p512
Intel_8gen,skew,32,6361344,6400000,1.0060767032878586,302,49698,texmos3b.p512
Intel_11gen,random,0,6399744,6400000,1.000040001600064,0,50000,texmos3b.p512
Uncompressed,random,128,6344320,6400000,1.0087763542822556,435,49565,texmos3b.p512
Intel_8gen,random,64,6374144,6400000,1.0040563878067392,202,49798,texmos3b.p512
Intel_8gen,blurred,64,5566592,6400000,1.1497160201430248,6511,43489,texmos3b.p512
Intel_11gen,random,1,6399168,6400000,1.0001300169021974,4,49996,texmos3b.p512
Uncompressed,skew,128,6253312,6400000,1.023457649322471,1146,48854,texmos3b.p512
Intel_11gen,periodic,0,1703680,1703936,1.0001502629601804,0,13312,texmos3b.p512
Intel_11gen,random,4,6398144,6400000,1.000290084124396,12,49988,texmos3b.p512
Intel_11gen,periodic,1,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_8gen,skew,64,6321536,6400000,1.012412173243971,613,49387,texmos3b.p512
Intel_11gen,periodic,4,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_11gen,periodic,8,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_11gen,periodic,16,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_8gen,strided,256,2080768,6393856,3.072834645669291,33696,16256,texmos3b.p512
Intel_11gen,periodic,32,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_11gen,random,8,6396288,6400000,1.0005803365952253,26,49974,texmos3b.p512
Uncompressed,blurred,256,3468800,6400000,1.845018450184502,22900,27100,texmos3b.p512
Intel_11gen,periodic,64,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_11gen,strided,0,6393472,6393856,1.0000600612624877,0,49952,texmos3b.p512
Intel_11gen,random,16,6393152,6400000,1.0010711461263553,48,49952,texmos3b.p512
Intel_11gen,strided,1,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_11gen,strided,4,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_11gen,strided,8,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_11gen,periodic,128,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_8gen,blurred,128,4831872,6400000,1.324538398368169,12251,37749,texmos3b.p512
Intel_11gen,blurred,0,6400000,6400000,1.0,0,50000,texmos3b.p512
Intel_11gen,strided,16,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_11gen,skew,0,6399680,6400000,1.000050002500125,0,50000,texmos3b.p512
Intel_11gen,random,32,6386176,6400000,1.0021646756995108,104,49896,texmos3b.p512
Intel_11gen,blurred,1,6386944,6400000,1.0020441701070184,102,49898,texmos3b.p512
Intel_11gen,strided,32,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_11gen,blurred,4,6347008,6400000,1.0083491308030492,414,49586,texmos3b.p512
Intel_11gen,skew,1,6398464,6400000,1.0002400576138273,10,49990,texmos3b.p512
Intel_11gen,blurred,8,6296192,6400000,1.0164874260505397,811,49189,texmos3b.p512
Intel_8gen,random,128,6346496,6400000,1.0084304788027914,418,49582,texmos3b.p512
Intel_11gen,skew,4,6395520,6400000,1.0007004903432404,33,49967,texmos3b.p512
Intel_11gen,periodic,256,1124864,1703936,1.514792899408284,4523,8789,texmos3b.p512
Intel_11gen,blurred,16,6192896,6400000,1.0334421892439336,1618,48382,texmos3b.p512
Intel_11gen,skew,8,6392768,6400000,1.0011312783445294,53,49947,texmos3b.p512
Intel_11gen,strided,64,3624832,6393856,1.7639040926586391,21631,28321,texmos3b.p512
Intel_8gen,skew,128,6250752,6400000,1.0238768071425646,1166,48834,texmos3b.p512
Intel_11gen,strided,128,2080640,6393856,3.0730236850199937,33696,16256,texmos3b.p512
Intel_11gen,blurred,32,5997440,6400000,1.0671219720414042,3145,46855,texmos3b.p512
Intel_11gen,random,64,6371456,6400000,1.0044799807139844,219,49781,texmos3b.p512
Intel_8gen,blurred,256,3437440,6400000,1.861850679575498,23145,26855,texmos3b.p512
Intel_11gen,skew,16,6381440,6400000,1.0029084344599335,141,49859,texmos3b.p512
Intel_11gen,skew,32,6363328,6400000,1.0057630221167289,285,49715,texmos3b.p512
Intel_11gen,blurred,64,5595776,6400000,1.143719834389368,6283,43717,texmos3b.p512
Uncompressed,skew,256,6109312,6400000,1.0475811351589182,2271,47729,texmos3b.p512
Uncompressed,random,256,6296320,6400000,1.0164667615368976,810,49190,texmos3b.p512
Intel_11gen,skew,64,6327040,6400000,1.0115314586283632,568,49432,texmos3b.p512
Intel_11gen,strided,256,2080640,6393856,3.0730236850199937,33696,16256,texmos3b.p512
Intel_11gen,random,128,6343616,6400000,1.0088883059756455,437,49563,texmos3b.p512
Intel_11gen,blurred,128,4815872,6400000,1.3289389751222624,12376,37624,texmos3b.p512
Intel_8gen,random,256,6299008,6400000,1.0160330007518643,789,49211,texmos3b.p512
Intel_11gen,skew,128,6245248,6400000,1.0247791600910003,1205,48795,texmos3b.p512
Intel_8gen,skew,256,6115840,6400000,1.0464629552113855,2220,47780,texmos3b.p512
Intel_11gen,blurred,256,3421696,6400000,1.8704174771809068,23268,26732,texmos3b.p512
Intel_11gen,random,256,6301056,6400000,1.0157027647429255,770,49230,texmos3b.p512
Intel_11gen,skew,256,6116032,6400000,1.0464301037012234,2216,47784,texmos3b.p512
Mali,periodic,1,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,8,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,4,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,16,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,32,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,64,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,128,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,256,210289,851968,4.051414957510854,4523,8789,texmos3b.p512
Mali,periodic,0,318550,851968,2.6745189138282845,0,13312,texmos3b.p512
Mali,strided,128,388891,3196928,8.220627373737114,33696,16256,texmos3b.p512
Mali,strided,256,388891,3196928,8.220627373737114,33696,16256,texmos3b.p512
Mali,strided,4,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,strided,1,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,strided,16,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,strided,8,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,strided,32,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,strided,64,677546,3196928,4.718392551944812,21631,28321,texmos3b.p512
Mali,blurred,256,627504,3200000,5.099569086412198,23512,26488,texmos3b.p512
Mali,blurred,128,895580,3200000,3.57310346367717,12165,37835,texmos3b.p512
Mali,blurred,64,1031680,3200000,3.101736972704715,6419,43581,texmos3b.p512
Mali,random,0,1196268,3200000,2.6749858727308595,0,50000,texmos3b.p512
Mali,blurred,32,1109659,3200000,2.883768797441376,3122,46878,texmos3b.p512
Mali,random,4,1195813,3200000,2.676003689540087,13,49987,texmos3b.p512
Mali,random,8,1195360,3200000,2.6770178021683844,34,49966,texmos3b.p512
Mali,strided,0,1195153,3196928,2.674911078330557,0,49952,texmos3b.p512
Mali,blurred,16,1146291,3200000,2.791612252037223,1568,48432,texmos3b.p512
Mali,blurred,0,1182997,3200000,2.7049941800359596,0,50000,texmos3b.p512
Mali,blurred,8,1164166,3200000,2.7487488897631436,809,49191,texmos3b.p512
Mali,random,1,1196254,3200000,2.675017178625944,4,49996,texmos3b.p512
Mali,random,16,1195029,3200000,2.677759284502719,48,49952,texmos3b.p512
Mali,blurred,4,1174909,3200000,2.7236151906232737,353,49647,texmos3b.p512
Mali,skew,0,1199809,3200000,2.6670911786792733,0,50000,texmos3b.p512
Mali,blurred,1,1181002,3200000,2.709563573982093,100,49900,texmos3b.p512
Mali,random,32,1194518,3200000,2.6789047967464703,72,49928,texmos3b.p512
Mali,skew,1,1199435,3200000,2.6679228136580972,13,49987,texmos3b.p512
Mali,skew,8,1197266,3200000,2.6727560959719896,89,49911,texmos3b.p512
Mali,skew,4,1198286,3200000,2.670481003700285,32,49968,texmos3b.p512
Mali,skew,16,1196325,3200000,2.674858420579692,124,49876,texmos3b.p512
Mali,random,64,1191570,3200000,2.685532532708947,203,49797,texmos3b.p512
Mali,skew,32,1192770,3200000,2.6828307217653027,272,49728,texmos3b.p512
Mali,random,128,1187015,3200000,2.6958378790495487,391,49609,texmos3b.p512
Mali,skew,64,1185644,3200000,2.6989551669809826,569,49431,texmos3b.p512
Mali,skew,128,1171071,3200000,2.7325414086763313,1177,48823,texmos3b.p512
Mali,skew,256,1147737,3200000,2.7880951820843975,2140,47860,texmos3b.p512
Mali,random,256,1178207,3200000,2.71599133259266,757,49243,texmos3b.p512
Uncompressed,periodic,0,1703936,1703936,1.0,0,13312,house
Uncompressed,periodic,1,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,periodic,4,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,periodic,8,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,strided,0,6393856,6393856,1.0,0,49952,house
Uncompressed,periodic,16,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,random,0,6400000,6400000,1.0,0,50000,house
Uncompressed,periodic,32,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,strided,1,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,periodic,64,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,blurred,0,6400000,6400000,1.0,0,50000,house
Uncompressed,strided,4,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,random,1,6399744,6400000,1.000040001600064,2,49998,house
Uncompressed,skew,0,6400000,6400000,1.0,0,50000,house
Uncompressed,strided,8,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,random,4,6397824,6400000,1.0003401156393177,17,49983,house
Uncompressed,strided,16,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,blurred,1,6387456,6400000,1.0019638491443228,98,49902,house
Uncompressed,random,8,6397184,6400000,1.0004401936852214,22,49978,house
Uncompressed,skew,1,6398080,6400000,1.000300090027008,15,49985,house
Uncompressed,periodic,128,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,skew,4,6394496,6400000,1.0008607402366034,43,49957,house
Uncompressed,blurred,4,6347776,6400000,1.0082271334086144,408,49592,house
Uncompressed,strided,32,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,random,16,6391424,6400000,1.0013417980093324,67,49933,house
Uncompressed,skew,8,6392576,6400000,1.0011613471627088,58,49942,house
Uncompressed,blurred,8,6303360,6400000,1.015331505736623,755,49245,house
Uncompressed,skew,16,6382720,6400000,1.002707309736288,135,49865,house
Uncompressed,blurred,16,6198016,6400000,1.0325884928338358,1578,48422,house
Uncompressed,periodic,256,1124992,1703936,1.5146205484127888,4523,8789,house
Uncompressed,random,32,6388224,6400000,1.0018433918409877,92,49908,house
Uncompressed,strided,64,3625088,6393856,1.763779527559055,21631,28321,house
Uncompressed,blurred,32,5982208,6400000,1.0698390961999316,3264,46736,house
Uncompressed,skew,32,6364416,6400000,1.0055910864406097,278,49722,house
Uncompressed,strided,128,2080768,6393856,3.072834645669291,33696,16256,house
Uncompressed,random,64,6372736,6400000,1.0042782252395204,213,49787,house
Uncompressed,blurred,64,5564800,6400000,1.1500862564692351,6525,43475,house
Uncompressed,skew,64,6328448,6400000,1.0113064056147731,559,49441,house
Uncompressed,strided,256,2080768,6393856,3.072834645669291,33696,16256,house
Uncompressed,blurred,128,4821760,6400000,1.3273161667109106,12330,37670,house
Intel_8gen,periodic,0,1450816,1703936,1.1744673342450045,0,13312,house
Intel_8gen,periodic,1,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,periodic,4,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,periodic,8,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,periodic,16,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,strided,0,5416832,6393856,1.180368156147357,0,49952,house
Intel_8gen,periodic,32,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,random,0,5404096,6400000,1.1842868816542118,0,50000,house
Intel_8gen,strided,1,3064832,6393856,2.0862011359839627,21631,28321,house
Intel_8gen,strided,4,3064832,6393856,2.0862011359839627,21631,28321,house
Intel_8gen,blurred,0,5825792,6400000,1.0985630794920245,0,50000,house
Intel_8gen,skew,0,4847936,6400000,1.3201494409167118,0,50000,house
Intel_8gen,periodic,64,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,strided,8,3064832,6393856,2.0862011359839627,21631,28321,house
Intel_8gen,random,1,5401408,6400000,1.1848762396767658,5,49995,house
Uncompressed,random,128,6351360,6400000,1.007658202337767,380,49620,house
Intel_8gen,strided,16,3064832,6393856,2.0862011359839627,21631,28321,house
Intel_8gen,blurred,1,5807232,6400000,1.1020741034627168,99,49901,house
Intel_8gen,random,4,5400000,6400000,1.1851851851851851,7,49993,house
Intel_8gen,skew,1,4850944,6400000,1.319330835400285,13,49987,house
Intel_8gen,periodic,128,956352,1703936,1.7817038078029848,4523,8789,house
Intel_8gen,blurred,4,5778560,6400000,1.1075423634954038,424,49576,house
Intel_8gen,random,8,5386688,6400000,1.188114106478786,27,49973,house
